"","author_id","possibly_sensitive","id","text","created_at","twitter","sexe","age","majo","num_deptmt","groupe_sigle","parti_ratt_financier","nb_mandats","age_group"
"598182","813728148",FALSE,"1299399946194620417","Le cadeau fiscal qui est fait aujourd’hui aux grandes entreprises est fait sans conditionnalité #PlanDeRelance #UEED2020 https://t.co/PRTO1d9hnm","2020-08-28T17:34:23.000Z","EmilieCariou","F",46,TRUE,"55","LREM","En marche !",1,3
"536441","128193181",FALSE,"975642510147104770","On se retrouve ce soir avec @oliviagregoire au Park Avenue dans le 19e pour échanger avec vous sur la loi #PACTE <U+0001F609> https://t.co/qf86BAKPOv","2018-03-19T07:57:55.000Z","odelphine","F",32,TRUE,"75","LREM","En marche !",1,1
"649823","311601642",FALSE,"1207627889803431936","<U+0001F621> Est-ce que vous savez le mal que vous faites ? Qu'à l’hôpital Robert Debré, des enfants sont envoyé à des centaines de kilomètres car aucun lit ne peut les accueillir ?

Bien sûr que vous savez. Mais vous vous taisez. Chez vous, le silence n'est pas un oubli. C'est un mépris. https://t.co/0T7h8X9Bgh","2019-12-19T11:45:00.000Z","ericcoquerel","M",59,FALSE,"93","LFI","La France Insoumise",1,4
"1144557","1299738390",FALSE,"914425965106929664","""Ce qui est certain, c’est que les communes rurales ne seront pas la variable d’ajustement pour faire des économies"" https://t.co/jX6ruIqCPU","2017-10-01T09:45:13.000Z","LMaillart","F",50,TRUE,"35","LREM","En marche !",1,3
"1081878","2712326416",FALSE,"1017331144684163072","Alain Fauré était un homme de conviction, passionné par son territoire qu’il défendait vaillamment à l’Assemblée nationale, un grand ariégeois. 
Toutes mes condoléances à sa famille et à ses proches.  https://t.co/s7wkn0K94I","2018-07-12T08:53:40.000Z","JAviragnet","M",61,FALSE,"31","NG","Parti socialiste",1,4
"1447314","867852249673891840",FALSE,"1323926535116644352","3/3 Rép. @b_belhaddad, rapporteur : nécessité de suppr. les régimes spéciaux pr lutter contre les inéquités ds le traitement de nos concitoyens. Ns n'avons pas attendu la mise en œuvre de cette réforme des retraites pr corriger certaines inégalités, tel qu'envers nos agriculteurs https://t.co/kF36cPDEwE","2020-11-04T09:54:17.000Z","3807Limon","F",64,TRUE,"38","LREM","En marche !",1,4
"41226","827581398965944320",FALSE,"1269978700818325507","« Pas contraint au départ : décision quasi exclusivement de <U+2066>@EmmanuelMacron<U+2069> et aucun remplaçant crédible en interne <U+2066>@LaREM_AN<U+2069> points de vue divergent. »
« Si on change ds 6 mois ce sera la même histoire »
Bonne réunion de groupe demain ;-)
 https://t.co/jrZ2cPKVna","2020-06-08T13:04:51.000Z","ThillAgnes","F",53,TRUE,"60","LREM","En marche !",1,3
"903258","3940110196",FALSE,"1395598193979691012","Covid-19. ""Grâce à la vaccination, le Lot avance vers la sortie de crise"" assure la députée | Actu Lot https://t.co/5XABK59Fy1","2021-05-21T04:31:53.000Z","Huguette_Tiegna","F",35,TRUE,"46","LREM","En marche !",1,2
"976611","1415006550",FALSE,"1002122255986511874","Sur scène avec Pierre Beffeyte Président du Festival Off d’Avignon. 
Pour parler notamment de Off les murs, notamment avec des spectacles sur l’aire d’autoroute de Morières-les-Avignon!! @avignonleoff https://t.co/Rsdk5Epd6l","2018-05-31T09:38:59.000Z","JFCesarini","M",47,TRUE,"84","LREM","En marche !",1,3
"634004","87886754",FALSE,"1446779345050259456","Un soleil magnifique et de nombreux échanges amicaux avec mes amis @BernardChaix, Étienne Antoniucci et beaucoup de Nicois ce matin à Saint Roch https://t.co/EzHQBgMLip","2021-10-09T10:07:30.000Z","ECiotti","M",52,FALSE,"6","LR","Les R<e9>publicains",1,3
"847612","864228297613479938",FALSE,"1016021992162635776","Championnats de France de #Triathlon à #Verruyes organisés par le @TCG79Parthenay. 
Bravo aux 200 bénévoles pour l'organisation de cet événement qui sublime et fait vivre notre territoire avec succès chaque année ! 
Je salue également les prouesses sportives de nos triathlètes ! https://t.co/o2663xCsMz","2018-07-08T18:11:34.000Z","GuillaumeChiche","M",31,TRUE,"79","LREM","En marche !",1,1
"1489757","38170599",FALSE,"1037053870512459777","Prélèvement à la source : Edouard Philippe s’obstine malgré les bugs qui s’accumulent, le danger pour la vie privée des salariés, et la lourde charge imposée à nos TPE/PME. Une politique irresponsable que je ne cesse de dénoncer depuis des mois ! #Le20H","2018-09-04T19:04:44.000Z","dupontaignan","M",56,FALSE,"91","NI","Debout la France",2,4
"174007","472903732",FALSE,"1427589214787588103","<U+0001F534>#Afghanistan : « Quand on voit des hommes et des femmes fuir en s’accrochant aux ailes d’avions, en parler comme des stocks de marchandises, c’est très problématique ! » 

Ma réaction aux propos de @EmmanuelMacron sur @franceinter<U+2935><U+FE0F> https://t.co/evdNIsj5O2","2021-08-17T11:12:46.000Z","Aurelientache","M",33,TRUE,"95","LREM","En marche !",1,1
"900979","705617755",FALSE,"1036266802861494274","« Les élections européennes seront un moment de vérité. Il n’y a aucune ambiguïté sur notre projet et notre ambition. Mais qu’en est il de @lesRepublicains, qui siègent sur les mêmes bancs que #Orban au Parlement européen ? @laurentwauquiez doit clarifier sa position »

#RadioJ","2018-09-02T14:57:13.000Z","huguesrenson","M",39,TRUE,"75","LREM","En marche !",1,2
"225516","247895631",FALSE,"938834988702879745","Avec @JLMelenchon, rencontre très chaleureuse avec les insoumis toulonnais. https://t.co/aZs5blNkXH","2017-12-07T18:17:58.000Z","lachaudb","M",37,FALSE,"93","LFI","La France Insoumise",1,2
"719881","856270190736277506",FALSE,"1105684656316448769","#GrandDebatNational A l’écoute des Français de NYC! Occasion pour moi de rappeler que la #diversité est une grande richesse pour la <U+0001F1EB><U+0001F1F7> et que nous devons le clamer haut et fort&amp; poursuivre une politique volontariste de lutte contre toutes les discri #testing #indexégalité #parité https://t.co/WiNIDSP8ef","2019-03-13T04:18:59.000Z","fionalazaar","F",32,TRUE,"95","LREM","En marche !",1,1
"496575","267310445",FALSE,"1076805748909322241","Le ministre Buzyn, toujours aussi condescendante, traite les français comme des enfants. Insupportable : ""C’est très douloureux de se rendre compte que l’on n’a pas réussi à apaiser"" la France, reconnaît Agnès Buzyn https://t.co/eE0YyBMFTH","2018-12-23T11:44:31.000Z","DFasquelle","M",54,FALSE,"62","LR","Les R<e9>publicains",2,3
"235608","864077786209812480",FALSE,"1301503354951131137","<U+0001F1EB><U+0001F1F7><U+0001F1EA><U+0001F1FA> Présentation de #FranceRelance

""France Relance"" c'est un plan de 100 Mds d'euros (dont 40% de contributions européennes)

Le plan de relance est construit autour de trois priorités : 
<U+0001F535> L'écologie
<U+26AA><U+FE0F> La compétitivité 
<U+0001F534> La cohésion 

Les mesures du plan de relance <U+2B07><U+FE0F> https://t.co/9kRBBDixVd","2020-09-03T12:52:35.000Z","BenjaminDirx","M",38,TRUE,"71","LREM","En marche !",1,2
"421681","745992482387812352",FALSE,"1152891205845442560","A #deauville pour le French Fly-air. bravo et merci @PAFofficiel , à son directeur R Quirin et au leader 2019 pour leurs explications. précieuses. @Defense_gouv @PAugier @agnesfirmin . <U+0001F1EB><U+0001F1F7> Hâte de voir le spectacle à partir de 15h30 sur les #planchesdeauville https://t.co/NOyWPDMmWM","2019-07-21T10:40:57.000Z","christoblanchet","M",44,TRUE,"14","LREM","En marche !",2,2
"561679","1035417716730023936",FALSE,"1117782051745406976","La loi PACTE est votée. La CPME, qui regroupe 150.000 entreprises et plus de 3 millions de salariés, relève que c’est ENFIN, une loi PRO-ENTREPRISES ! Elle n’a pas pour objet de contraindre mais bien de libérer les entrepreneurs. #cpme https://t.co/opBCP8j7WP","2019-04-15T13:29:43.000Z","_DidierParis","M",63,TRUE,"21","LREM","En marche !",1,4
"175113","472903732",FALSE,"1378693875968176135","Contrairement à son premier fan @ZemmourEric, Napoléon était islamophile et a même été appellé ""Ali Bonaparte"" ! Il rêvait de fonder une république islamique d'Égypte...mais ses rêves se sont fracassés sur l'autel de sa mégalomanie et de son autoritarisme. https://t.co/IO3RcKN7aE","2021-04-04T13:00:09.000Z","Aurelientache","M",33,TRUE,"95","LREM","En marche !",1,1
"1551218","72581817",FALSE,"1092530103135936513","Le #GrandDebatNational à @VilledEvryCourc avec @EmmanuelMacron : logement, éducation, emploi, associations, sécurité dans les quartiers populaires. Autant de défis à relever pour la République. https://t.co/n6CjAaGHVy","2019-02-04T21:07:29.000Z","PacomeRupin","M",32,TRUE,"75","LREM","En marche !",1,1
"442477","491343921",FALSE,"1222879371863691264","Le ""plan"" de Trump n'est en réalité qu'un projet d'annexions de territoires palestiniens. En saluant ce plan, la France se déshonore. Je relaie cette pétition nécessaire de @FrancePalestine. A signer et relayer ! https://t.co/ZyxFGUzLoi","2020-01-30T13:48:56.000Z","Clem_Autain","F",44,FALSE,"93","LFI","La France Insoumise",2,2
"1583681","980242016",FALSE,"1049596242324537345","Mettons fin aux assignations à résidence et aidons les femmes des quartiers populaires. Elles peuvent être à l'origine de réels changements en profondeur et d'un meilleur vivre ensemble 
#brigadedesmères
@MidiLibreLunel @MLMontpellier @EnMarcheHerault @SudRadio @valerie_expert https://t.co/f45W0G86sq","2018-10-09T09:43:39.000Z","PatrickVignal","M",59,TRUE,"34","LREM","En marche !",1,4
"774692","413819531",FALSE,"1122904557003079680","Aujourd’hui j’ai décidé de cosigner la proposition de loi de Valérie Boyer pour la reconnaissance du génocide assyro-chaldéen et je  proposerai à mes collègues du groupe @LibertsTerrito1 de me suivre dans cette  démarche. 2/2","2019-04-29T16:44:43.000Z","fpupponi","M",55,FALSE,"95","NG","Parti socialiste",2,4
"1877877","1341729894",FALSE,"993766042882248704","Petit-fils de #cheminot et ancien #combattant, je rends hommage ce matin aux cheminots morts pour la #France. #8mai https://t.co/yaNpQub4cZ","2018-05-08T08:14:22.000Z","MESNIERThomas","M",31,TRUE,"16","LREM","En marche !",1,1
"652557","311601642",FALSE,"1045998235943350272","J’ai signé cet appel. Le sauvetage en Mer est une obligation régie par le droit international auquel les États ne devraient jamais se soustraire #Aquarius2 https://t.co/Z04yxCqEDw","2018-09-29T11:26:27.000Z","ericcoquerel","M",59,FALSE,"93","LFI","La France Insoumise",1,4
"86295","266215308",FALSE,"1153694939844399105","« 45 pesticides sont tolérés au #Canada mais refusés sur le sol de l’Union Européenne, pourquoi donc vouloir les faire rentrer avec le #Ceta ? » #BFMSTORY","2019-07-23T15:54:42.000Z","alexiscorbiere","M",49,FALSE,"93","LFI","La France Insoumise",1,3
"1162924","733339165379731458",FALSE,"1504864825305927687","<U+0001F5DE> L’hebdo de la semaine du 14.03

Au programme : le succès du dédoublement des classes avec @jmblanquer à Villeneuve-Saint-Georges mais également le plan de résilience mis en place par le Gouvernement pour protéger les entreprises et les particuliers.

<U+27A1><U+FE0F> https://t.co/xmAXy00uZO https://t.co/9U7o53FNa2","2022-03-18T16:58:28.000Z","LauStmartin","M",32,TRUE,"94","LREM","En marche !",1,1
"1700485","828000112215355393",FALSE,"992534238611361794","Passionnante visite à Miami. A la rencontre de la communauté française, des élus consulaires mais aussi de la communauté d’affaire et des écoles bilingues de Miami. Merci au consul général, @clmntleclerc dont le talent et la devotion st unanimement appréciés par nos compatriotes https://t.co/74fNkz4Nxk","2018-05-04T22:39:37.000Z","rolandlescure","M",51,TRUE,"999","LREM","En marche !",1,3
"766800","522084022",FALSE,"1288080478927564800","Gisèle Halimi, avocate engagée pour la cause des femmes était aussi un soutien indéfectible à l’aide aux sans-papiers.
Elle nous inspirera encore dans notre volonté indéfectible pour la régularisation des #sanspapiers
Cc <U+2066>@parti_lef<U+2069> https://t.co/5UyM9mYj7p","2020-07-28T11:54:52.000Z","fm_lambert","M",51,TRUE,"13","LREM","Parti radical de gauche",1,3
"635843","87886754",FALSE,"1368966039246082050","Episode 4 - Enrayer la délinquance des mineurs https://t.co/esLSY3635Y","2021-03-08T16:45:12.000Z","ECiotti","M",52,FALSE,"6","LR","Les R<e9>publicains",1,3
"145987","1415195768",FALSE,"1038819769884008449","Très bel événement de rentrée avec @enmarchegard @anthonycellier @fdumasdeputee @chapelierannie @PBertaGard et plus de 200 marcheurs, animateurs locaux, JAM. Ambiance manade et accueil  convivial. Bravo aux gardois pour cette mobilisation! https://t.co/yxboC3F64Z","2018-09-09T16:01:48.000Z","al_petel","F",47,TRUE,"13","LREM","En marche !",1,3
"1986022","16648630",FALSE,"961621570199355392","Découvrez l’intégralité de cette Tribune sur mon blog https://t.co/zPQ7AfLMDE et rendez vous le 19 avril à St Georges Buttavent. https://t.co/XWuDIgWvmq","2018-02-08T15:23:43.000Z","yfavennec","M",59,TRUE,"53","UAI","Union des d<e9>mocrates, radicaux et lib<e9>raux",1,4
"483882","76584619",FALSE,"976182691799404544","« Dimanche prochain, @doorjean regagnera son siège à l’Assemblée nationale grâce à la formidable mobilisation des #militants et des #adhérents et des #sympathisans de @lesRepublicains : vous êtes la force vivante de notre famille politique ! <U+0001F1EB><U+0001F1F7> » #LR #LaDroiteDeRetour https://t.co/cwxrIuuaRG","2018-03-20T19:44:24.000Z","damienabad","M",37,FALSE,"1","LR","Les R<e9>publicains",1,2
"1804763","1911591212",FALSE,"1227161219880095745","J'ai appris avec une grande tristesse le décès de notre collègue @FrancoisAndre35.

Son engagement de longue date pour Rennes et l'Ille-et-Vilaine et son courage dans le dernier combat qu'il a mené ne peuvent susciter que l'admiration.

Pensées pour sa famille et ses proches.","2020-02-11T09:23:29.000Z","StanGuerini","M",35,TRUE,"75","LREM","En marche !",1,2
"1343284","866413487723040771",FALSE,"1127897575787565056","Lettre d'information du 13 au 19 mai 2019 - https://t.co/JOpXkttdbJ signifiant à l'origine « EuRopean Community Action Scheme for the Mobility of University Students »(« Programme d'action européen pour la mobilité des étudiants ») https://t.co/jPNCUmi07V","2019-05-13T11:25:12.000Z","marion_lenne","F",43,TRUE,"74","LREM","En marche !",2,2
"1502731","866236903066128384",FALSE,"1128309136616230913","#DirectAN
Dans quelques minutes, suivez en direct mon intervention dans l'hémicycle pour la discussion générale sur le projet de loi de transformation de la fonction publique
https://t.co/rQSPCfIBGP","2019-05-14T14:40:35.000Z","NicoleDubre17","F",66,TRUE,"49","LREM","En marche !",1,5
"1800415","911178226533388288",FALSE,"1347612823875182594","Kipopluie spécialiste de la récupération &amp; de la gestion des eaux de pluie est une des entreprises lauréates du fonds d’accélération des investissements industriels en @NvelleAquitaine  <U+0001F44F><U+0001F44F>
<U+0001F449> Les investissements d’aujourd’hui sont les emplois de demain !
#FranceRelance https://t.co/pTbL57Eb83","2021-01-08T18:35:09.000Z","SoPanonacle","F",49,TRUE,"33","LREM","En marche !",1,3
"242329","314472161",FALSE,"1246060757340520450","Avec @Djebbari_JB ministre des transports, nous échangeons sur les impacts de la crise sanitaire sur le transport routier, maritime et la logistique, l’aérien, la perte de recettes TICPE, radars, Taxe Chirac et les conséquences sur la programmation des infrastructures #LOM #COI https://t.co/mHrugDP2U4","2020-04-03T13:03:29.000Z","b_abba","F",41,TRUE,"52","LREM","En marche !",1,2
"1213507","316956459",FALSE,"1239992754580738051","<U+0001F1EB><U+0001F1F7> #COVID19 Les chaînes de solidarité se multiplient partout en France en faveur de nos soignants aidons-les ! https://t.co/sHFC57emn2","2020-03-17T19:11:25.000Z","louis_aliot","M",48,FALSE,"66","NI","Front National",2,3
"461237","738667035371134976",FALSE,"1280515204498042880","Impressionnant dispositif de coordination des corps de lutte contre les incendies<U+0001F44F><U+0001F3FD> Belle démonstration au magnifique viaduc de @Castries 
Merci de votre engagement au quotidien pour notre sécurité à tous, mais prudence @sdis34 1 hectare sauvée ne remplacera jamais une vie perdue https://t.co/lu0hup1I39","2020-07-07T14:53:10.000Z","CoDubost","F",34,TRUE,"34","LREM","En marche !",1,1
"1451128","1572573320",FALSE,"1308711101325078528","<U+0001F534> ABSURDE ! Décidément, on croyait avoir tout vu mais chaque jour apporte son lot de surprises.
#LPPR. Article 3 : Chaires de professeurs juniors.

""Si c’est votre façon de lutter pour l’#Egalité entre les femmes et les hommes, c’est consternant ! » https://t.co/OJHPUKeEDL","2020-09-23T10:13:35.000Z","mressiguier","F",40,FALSE,"34","LFI","La France Insoumise",1,2
"1359764","2370188558",FALSE,"1275350120834502657","<U+270A> Devant @AssembleeNat avec le @CPHRE2020 pour dénoncer la mort sociale qui les guette. 
2,2 millions de personnes sont abandonnées par le gouvernement. 
Non à la réforme de l’assurance chômage de Pénicaud. 
Oui à une année blanche pour les intermittents de l’emploi ! https://t.co/uLr9bgwUca","2020-06-23T08:48:58.000Z","mathildepanot","F",28,FALSE,"94","LFI","La France Insoumise",1,1
"1917512","276934698",FALSE,"978323141499019265","Allons nous laisser @CCastaner faire revenir les terroristes ? #24hPujadas #LCI","2018-03-26T17:29:47.000Z","valerieboyer13","F",55,FALSE,"13","LR","Les R<e9>publicains",3,4
"1300371","843864760689016833",FALSE,"1204698781213552642","Avant de venir sur #LCI ce matin, j'ai regardé de nouveau une émission consacrée à @EmmanuelMacron en mars 2017 où il s'exprime sur les #retraites. Quand vous regardez son interview, c'est exactement mot pour mot ce que nous sommes en train de faire avec la réforme aujourd'hui<U+0001F609>! https://t.co/E3JATl5bJH","2019-12-11T09:45:46.000Z","verdierjouclas","F",52,TRUE,"81","LREM","En marche !",1,3
"445857","491343921",FALSE,"884288193411129348","Code du travail : cette loi va accroître la précarité et la flexibilité qui pèsent sur les salariés  #BourdinDirect","2017-07-10T05:48:29.000Z","Clem_Autain","F",44,FALSE,"93","LFI","La France Insoumise",2,2
"1196992","864595354578300928",FALSE,"1007186883191984130","Réforme de la #SNCF : les droites s’unissent pour brader le service public ferroviaire 
https://t.co/Y4k5JleUC0","2018-06-14T09:04:00.000Z","PrudhommeLoic","M",48,FALSE,"33","LFI","La France Insoumise",1,3
"1086441","983695865612251136",FALSE,"1056860814035034113","J'étais ravie d’être présente à Saint-Julien-de-Civry à l'occasion du 10e anniversaire de la bibliothèque parce que maintenir et développer la culture, le savoir dans une petite commune... https://t.co/Jnns7jxxCF","2018-10-29T10:50:28.000Z","J_Corneloup","F",58,FALSE,"71","LR","Les R<e9>publicains",2,4
"1575416","4733398756",FALSE,"1112008972473647104","#emcrd2019 Les diplômés de l’@EMStrasbourg ont du talent ! Bon vent à eux ! https://t.co/E2GxiLKEl3","2019-03-30T15:09:33.000Z","patrickhetzel","M",53,FALSE,"67","LR","Les R<e9>publicains",1,3
"1001333","118977224",FALSE,"1392452958412058631","#DirectAN - Le groupe d'amitié France-#Israël de l'@AssembleeNat auditionne ce jour Daniel Saada (@IsraelenFrance).

L'occasion d'exprimer ma grave préoccupation face aux affrontements et aux violences en cours qui font peser le risque d’une escalade de grande ampleur.

<U+0001F1EB><U+0001F1F7><U+0001F1EE><U+0001F1F1> https://t.co/8qYigz1Pbk","2021-05-12T12:13:50.000Z","jeanluclagleize","M",59,TRUE,"31","MODEM","Mouvement D<e9>mocrate",2,4
"332862","863846061202341890",FALSE,"1004666380564779008","Avec François de Rugy, Nous avons lancé un programme de transformation à l’Assemblée nationale et nous continuerons son déroulé pour un travail parlementaire de fond optimal et efficient. https://t.co/NLhqSXARvG","2018-06-07T10:08:25.000Z","CaroleBBonnard","F",52,TRUE,"60","LREM","En marche !",2,3
"1214981","316956459",FALSE,"1204117146546135040","<U+0001F5A5> Retrouvez mon intervention de ce soir à la tribune de l'Assemblée nationale à l'occasion de la discussion générale sur la loi gaspillage et économie circulaire @AssembleeNat https://t.co/Uif2VfcmwU","2019-12-09T19:14:33.000Z","louis_aliot","M",48,FALSE,"66","NI","Front National",2,3
"652638","311601642",FALSE,"1044109404038139904","« Collomb devrait partir. C’est un ministre de l’Intérieur catastrophique, avec sa loi Asile et Immigration indigne et inefficace. Et puis son comportement sur l’affaire Benalla n’était pas à la hauteur de son poste » @radioclassique","2018-09-24T06:20:55.000Z","ericcoquerel","M",59,FALSE,"93","LFI","La France Insoumise",1,4
"615173","162094209",FALSE,"1386562162840293376","« La France à la relance de sa politique publique de la donnée »
<U+25B6><U+FE0F>Et l’on peut encore mieux faire, tant sur le champ de la donnée que des codes sources. #Ospo #Opendata 

https://t.co/MlzdqXnyLX","2021-04-26T06:05:55.000Z","ebothorel","M",51,TRUE,"22","LREM","En marche !",1,3
"1583342","980242016",FALSE,"1060639640145801218","Ce sont des êtres humains qui habitent nos villes et villages. 
Travaillons de concert, main dans la main au delà de nos rivalités et de nos divergences politiques. L’ensemble des actions doit être coordonné par les différents acteurs du territoire . https://t.co/IFlCbfmjJB","2018-11-08T21:06:10.000Z","PatrickVignal","M",59,TRUE,"34","LREM","En marche !",1,4
"513617","858041350494793728",FALSE,"1129037441095147520","#DirectAN #PJLFonctionPublique Pourquoi vouloir à ce prix favoriser la contractualisation? N'y a pas assez de fonctionnaires compétent·es? De passerelles pour changer de métier? Si! Et on peut/doit les améliorer. Mais votre texte ne parle pas de cela. Au contraire il l'affaiblit. https://t.co/bbIFcAVOlb","2019-05-16T14:54:37.000Z","Deputee_Obono","F",37,FALSE,"75","LFI","La France Insoumise",1,2
"1071810","864095016943308800",FALSE,"1218154996820336641","Inauguration de la maison de santé ""Simone Veil"" @VilledeMazamet, un projet exemplaire regroupant plusieurs professionnels. Dans la loi #Masante2022 @agnesbuzyn nous voulons généraliser ces maisons pour lutter contre la désertification médicale et permettre l'égal accès aux soins https://t.co/eog5mG7jXF","2020-01-17T12:55:58.000Z","JeanTerlier","M",40,TRUE,"81","LREM","En marche !",1,2
"1641305","2529855122",FALSE,"1258290039634702336","@EmmanuelMacron fait son show devant le monde de la #Culture. La France peut être fière d’un président qui fait du cinéma devant les artistes!    Le Ministre Franck Riester est tellement bon que Macron a fait « le job »! @Republicains_An https://t.co/a9I9zzy1qu","2020-05-07T06:58:18.000Z","CORDIERPierre08","M",45,FALSE,"8","LR","Les R<e9>publicains",1,3
"1582994","980242016",FALSE,"1069334224682008577","En place pour l'émission #lumieresdanslanuit pour échanger sur la #revitalisation des #centresvilles 
@edouardbaer 
@franceinter 
@OBiscaye https://t.co/dM2f0qqUmy","2018-12-02T20:55:21.000Z","PatrickVignal","M",59,TRUE,"34","LREM","En marche !",1,4
"1109229","520259649",FALSE,"1348193873085009920","Le français doit devenir la langue de l’Europe post-Brexit https://t.co/i7WyE6EhkF","2021-01-10T09:04:02.000Z","JulienAubert84","M",39,FALSE,"84","LR","Les R<e9>publicains",1,2
"1767577","1524756601",FALSE,"1039786271521099776","Dominique Moïsi - géopolitique des émotions - à l’#AssembleeNationale en @AN_AfEtr 
« Colère Peur Nostalgie » : 3 mots pour expliquer les populismes #Trump #Brexit #Orban
Une réponse mais difficile : faire bloc lucidement autour des valeurs qui ont constituées l’#Europe. https://t.co/jyv3mIQyE6","2018-09-12T08:02:20.000Z","Sebastien_Nadot","M",45,TRUE,"31","LREM","En marche !",1,3
"375199","861942866989469697",FALSE,"1274708680022384642","Le 14e est marqué par la culture, l'écologie, l'indépendance. C'est l'esprit d'Arago, Huyghens ou Sophie Germain qui m'animera pour répondre à ses enjeux majeurs : écologie pragmatique, quartiers apaisés, soutien envers les commerçants, ouverture vers l'avenir pour les jeunes. https://t.co/P7H3yvmxIs","2020-06-21T14:20:06.000Z","VillaniCedric","M",44,TRUE,"91","LREM","En marche !",1,2
"195226","37509285",FALSE,"1154149619091279873","Très heureuse d'intégrer la commission spéciale bioéthique.

Quelles limites éthiques doivent être posées au progrès scientifique ? Comment faire avancer la recherche ? Quels nouveaux droits devons nous ouvrir ? 
Des sujets essentiels à aborder avec sérénité. #bioethique https://t.co/D2gDuK5aMX","2019-07-24T22:01:26.000Z","auroreberge","F",31,TRUE,"78","LREM","En marche !",2,1
"756560","455806353",FALSE,"925873478456274946","Des barbares se sont acharnés contre Ilan Halimi D’autres contre sa mémoire. Lutter contre l’antisemitisme. Toujours https://t.co/yB146120YH","2017-11-01T23:53:33.000Z","Fderugy","M",44,TRUE,"44","LREM","En marche !",1,2
"1350818","2769842216",FALSE,"975360090164334592","Skating à Solaison <U+0001F3BF> #ski #skidefond #brison #solaison https://t.co/XngauIkwYk","2018-03-18T13:15:41.000Z","MartialSaddier","M",48,FALSE,"74","LR","Les R<e9>publicains",1,3
"1282515","606371561",FALSE,"1101026254046801920","<U+0001F4AC> Ce #granddébat traduit l’envie des citoyens de débattre. De se ressaisir des questions. A partir de cette somme d’expressions, il faudra construire une réponse collective. Après le temps des revendications, nous allons entrer dans le temps des solutions. @totem_radio","2019-02-28T07:48:09.000Z","MFesneau","M",46,TRUE,"41","MODEM","Mouvement D<e9>mocrate",2,3
"927846","864415461072658432",FALSE,"1483523527143825418","Nous allons pouvoir mettre en oeuvre le #passvaccinal, face à la circulation des variants #Delta et #Omicron. Ne baissons pas la garde même si les chiffres de contamination s'améliorent. Le Covid fait encore 200 morts chaque jour, 20 fois plus que les accidents de la route ! https://t.co/INCvHqQMmg","2022-01-18T19:35:46.000Z","JMaireofficiel","M",55,TRUE,"92","LREM","En marche !",1,4
"1332681","217749896",FALSE,"1492450524536442880","C'est auprès de vous et grâce à nos échanges que j'ai pu élaborer mon projet pour retrouver la France qu'on aime. Merci ! #MarinePrésidente https://t.co/5VSwa2KXMG","2022-02-12T10:48:28.000Z","MLP_officiel","F",49,FALSE,"62","NI","Front National",1,3
"507801","858041350494793728",FALSE,"1444279928241885188","<U+274C>Le mur de la honte, érigé par la préfecture de police porte de la Villette à côté du parc où ont été déplacé·es les usager·es de crack qui étaient installé·es devant le jardin d’Eole à #Paris19, est le symbole de l’échec du gouvernement et la mairie face à la crise du #crack.<U+2B07><U+FE0F> https://t.co/rne8BSZTlW","2021-10-02T12:35:42.000Z","Deputee_Obono","F",37,FALSE,"75","LFI","La France Insoumise",1,2
"505676","139594328",FALSE,"1058993611986083840","Mesure clé pour les français  2019 https://t.co/tk11LG7AJA","2018-11-04T08:05:26.000Z","Daniele_herin","F",70,TRUE,"11","LREM","En marche !",2,5
"669009","770957104152768512",FALSE,"1130027907248742401","À Biot ce matin pour accueillir, avec @JPDERMIT, notre candidat aux #Europeennes2019 @BernardAsso !
<U+0001F1EB><U+0001F1F7><U+0001F1EA><U+0001F1FA> Continuons à défendre notre vision de l’UE ! 
Dans une semaine, votez pour la liste d'union de la droite et du centre emmenée par @fxbellamy ! https://t.co/w6wrN0IFDt","2019-05-19T08:30:22.000Z","EricPAUGET1","M",47,FALSE,"6","LR","Les R<e9>publicains",1,3
"626322","162094209",FALSE,"1065146102956085250","""Il existe tout de même un individu qui a dépensé 250.000 livres en campagnes pro-Brexit sur Facebook, et on ignore toujours son identité"" #Fakenews #EU https://t.co/m150a4Ybgg via @Sciences_Avenir","2018-11-21T07:33:15.000Z","ebothorel","M",51,TRUE,"22","LREM","En marche !",1,3
"1333169","217749896",FALSE,"1481172002740359169","<U+0001F4F9> Eric Zemmour a demandé à Valérie Pécresse de lui donner les parrainages, en disant que s'il ne les a pas, je serai au second tour et Valérie Pécresse n'y sera pas. Sert-il de marche-pied pour permettre à Valérie Pécresse d'être au second tour à ma place ? #BourdinDirect https://t.co/6gVrkdJXVI","2022-01-12T07:51:38.000Z","MLP_officiel","F",49,FALSE,"62","NI","Front National",1,3
"1339186","217749896",FALSE,"1037597897402081285","""Le prélèvement à la source est une très mauvaise idée, pour les entreprises qui vont devoir jouer le rôle de percepteurs de l'impôt alors qu'elles ont autre chose à faire, et pour les Français à qui on va demander d'être la banque de l'Etat..."" @radioclassique","2018-09-06T07:06:31.000Z","MLP_officiel","F",49,FALSE,"62","NI","Front National",1,3
"50911","3124227529",FALSE,"1349294278967758848","<U+0001F4D5> Un accord important qui est mis en œuvre de manière pertinente avec la Région et qui va booster non seulement notre économie mais plus largement l'ensemble des secteurs de notre belle Région @Occitanie https://t.co/LoNTM8womM","2021-01-13T09:56:39.000Z","pereaalain","M",46,TRUE,"11","LREM","En marche !",2,3
