,X,text,possibly_sensitive,created_at,twitter.x,sexe,Label,sentiment,test
435,101323,"#Paris17 
<U+0001F534> Dernier Conseil d’Arrondissement #CA17 de la mandature ....2014/2020 
<U+25B6><U+FE0F> 49 séances tenues 
<U+25B6><U+FE0F> 1707 délibérations étudiées 
<U+25B6><U+FE0F> 329 vœux présentés mais au delà des chiffres je veux retenir l’engagement de... https://t.co/5snzRcXYTV",False,2020-01-20,Brigitte_Kuster,F,1,0,False
436,561150,"Dimanche, il faut se déplacer massivement pour voter et contrecarrer les projets des libéraux et de populistes ! #26mai2019 votons #EuropeDesGens @IanBrossat https://t.co/JRQ0caHm9Z",False,2019-05-24,pdharreville,M,-1,-1,True
437,71347,"@EPhilippePM est un boxeur, ça s'est vu hier soir ! #LEmissionPolitique https://t.co/nkYeMWbMGW",False,2017-09-29,Aurelientache,M,1,-1,False
438,217095,"facebook vs Belgique <U+25B6><U+FE0F> « En collectant les données personnelles de ses membres, mais aussi des internautes partout sur la Toile, Facebook ignore la législation belge qui lui impose d'obtenir le ""consentement informé"" des intéressés. » https://t.co/U5EdkXO0kC",False,2018-02-20,ebothorel,M,-1,-1,True
439,104983,"Natacha Bouchard, maire LR de #Calais, trahit les Calaisiens et soutient sans condition le PJL asile de Gérard Collomb. Un texte qui ne réglera rien au problème de fond de l’immigration massive. #BourdinDirect",False,2018-01-15,BrunoBilde,M,-1,-1,True
440,43539,"Ce pacte d'accessibilité est plus que nécessaire, en particulier pour les finistériens, moins bien desservis par les transports alors que plus éloignés de la capitale et des métropoles rennaises et nantaises. 

https://t.co/gV334IXsxL",False,2019-02-01,AnnaigLeMeur_AN,F,1,0,False
441,655011,La campagne de vaccination accélère encore et les objectifs sont tenus ! Il faut continuer à inciter les français à se faire vacciner pour sortir durablement de cette crise sanitaire. @CNEWS https://t.co/3uRsY6i7eZ,False,2021-06-02,VGB83,F,1,1,True
442,469126,Première visite officielle pour l'inauguration de la cantine et de l'accueil périscolaire d'Avrigny ! https://t.co/32b6saf63E,False,2017-06-30,MaximeMinot,M,1,0,False
443,196431,"Hier au JO de #PyeongChang2018, ce sont deux savoyards qui nous ont rapporté deux belles médailles !
Félicitations à @AlexPinturault et @vmuffatjeandet pour leurs victoires : faisant de la France et de la Région @auvergnerhalpes, le deuxième et troisième pays du #SkiAlpin ! - DC https://t.co/BXSxKpReHw",False,2018-02-14,DinoCinieri,M,1,1,True
444,643350,"Le code électoral n’est pas à la disposition du mouvement @enmarchefr.

Retrouvez mon intervention en @AN_ComLois sur la proposition de loi #DroitElectoral #DirectAN https://t.co/pR3hx05LxC",False,2019-09-09,ugobernalicis,M,-1,0,False
445,366139,"Sainte Barbe, patronne des #mineurs, des soldats des ténèbres.

J’étais présent ce matin à la cérémonie de la Sainte Barbe pour commémorer le passé #minier de @saint_etienne_ . 

L’occasion pour tous de replonger dans le #patrimoine culturel de notre bassin #minier. https://t.co/2uHFjMprEv",False,2020-12-05,JeanMichelMIS,M,1,0,False
446,316961,"Monsieur Georges Lavergne, ancien combattant, résistant, le dernier lotois rescapé du camp de Rawa-Ruska, en Ukraine, nous a quitté à 101 ans. Mes sincères condoléances à sa famille, et aux membres de l’association qu’il a Présidé « Ceux de Rawa-Ruska et de leurs descendants ». https://t.co/D1l1Yp31O8",False,2021-05-25,Huguette_Tiegna,F,-1,-1,True
447,521784,Unir nos forces et montrer qu'une autre Europe est possible. Merci infini à Pedro Sanchez qui porte pour nous et avec nous ce formidable espoir #EuropeTogether https://t.co/iIlH8x6hFU,False,2018-06-29,faureolivier,M,1,1,True
448,239442,Forces #Sentinelles primordiales pour notre #sécurité et notre #attractivitétouristique. Total soutien aux militaires blessés à #Levallois,False,2017-08-09,EricPAUGET1,M,1,-1,False
449,634960,Encore 5 jours pour adhérer et participer au renouvellement de nos instances internes #LR54 https://t.co/uJClcshATo,False,2018-09-08,thibault_bazin,M,0,0,True
450,534083,#directAN #FinancesAN La commission examine le rapport de la MEC sur l’évaluation du financement public de la recherche dans les universités @AdeMontchalin @patrickhetzel @Daniele_herin rapporteurs https://t.co/2KIIQ3QlBO,False,2018-07-25,patrickhetzel,M,0,0,True
451,529047,Je débute aujourd’hui un Tour de #France afin d’échanger avec les opérateurs du tourisme pour promouvoir la destination #France à l’approche des vacances d’été et mesurer les problématiques de notre économie #touristique. https://t.co/78NXaLrwcc,False,2020-06-11,f_personne,F,1,0,False
452,564338,Grand débat sur les pompiers volontaires ce matin en Commission des lois à l Assemblée nationale https://t.co/78gSvJBwM5,False,2019-03-27,MORELPIERRE,M,0,0,True
453,11770,"Depuis janvier, chaque future mère de Camopi peut choisir une ""femme relais"" de la commune pour l'accompagner pendant la grossesse et ensuite.

Très beau projet du Réseau Périnat Guyane en lien avec l'@ars_guyane pour véhiculer les bons conseils sur les #1000PremiersJours. https://t.co/vgrrIAwfUO",False,2019-12-06,AdrienTaquet,M,1,1,True
454,584076,"Le 28/04, j’ai participé aux cérémonies du Souvenir de la Déportation. Se souvenir des atrocités de la seconde guerre mondiale, c’est se rappeler que l’idée Républicaine reste un combat. Ces soixante quinze années de paix, c’est à l’Europe que nous les devons. Ne l'oublions pas. https://t.co/ZyQfJbyM07",False,2019-05-16,RomainGrau,M,0,-1,False
455,294138,"Je vous recommande de prendre le temps de lire cet intéressant entretien avec Pascal Bruckner dans Le Figaro sur les ressorts et l'origine de l'islamo-gauchisme.
#Antisemitisme https://t.co/SoDZZwh7U8",False,2019-02-20,GilbertCollard,M,-1,0,False
456,240573,"En réalité derrière les dépenses de soutien et d'urgence il y a 3 types de dépenses : celles de soutien, celles de transformation et d'accélération mais il y a aussi les dépenses de fonctionnement sans lien avec la crise! #PLF2021 https://t.co/GGB7w3htWF",False,2020-10-12,ericwoerth,M,-1,0,False
457,569321,"Merci @LaRemBenelux pour cette table ronde sur la défense européenne. Sur le sujet, nous avons beaucoup avancé au cours des derniers mois. Face à toutes les tensions du moment l’#Europe a montré un visage d’unité et de souveraineté. Nous devons poursuivre ce travail #LaRem https://t.co/0mldQI4Q84",False,2018-09-28,PA_Anglade,M,1,1,True
458,21970,"La france renie sa devise républicaine à ne pas permettre la liberté de manifester en sécurité. Combien de mutilés faudra-t-il encore ? 
Courage à #JeromeRodrigues et à toutes les victimes de l’autoritarisme du pouvoir.",False,2019-01-27,Alain_Bruneel,M,-1,-1,True
459,307055,"<U+2705> Rendez-vous pris sur Doctolib vendredi dernier, dose de rappel (Moderna) reçue ce matin à Chartres.

Aujourd’hui, 3.050 personnes recevront leur vaccin à #Chartres. Record depuis le début de la campagne de vaccination.

Merci aux professionnels et pompiers mobilisés! https://t.co/K46IgrnCBV",False,2021-12-14,guillaumekasba,M,1,1,True
460,526547,Cet après-midi j'interviens à une table ronde sur les enjeux de la protection sociale au Palais de la mutualité ! #YVY2017 https://t.co/7de0Hx6aSx,False,2017-09-13,olivierveran,M,0,0,True
461,568496,"A chaque fois que cela a été nécessaire, le Gouvernement a pris des mesures pour protéger la santé des Français. C’est le cas avec le couvre-feu à 18H. 

Laissons-le produire son effet et gardons nous de prédictions hasardeuses. @franceinfo https://t.co/NuBf48lZuA",False,2021-01-23,PA_Anglade,M,1,1,True
462,104315,"<U+0001F1EB><U+0001F1F7> Hommage au grand dessinateur Albert Uderzo qui est parti rejoindre son ami René Goscinny.

Les aventures des célèbres gaulois Astérix et Obélix et son légendaire coup de crayon <U+270F> auront fait rêver petits et grands pendant de longues années ! https://t.co/7sh5GGxvWC",False,2020-03-24,BrunoBilde,M,1,1,True
463,499072,"Merci à @NPolony et @MarianneleMag pour cette conférence sur le produire français <U+0001F1EB><U+0001F1F7>

En direct du #MiF 

#mif2021 #MIFExpo https://t.co/MWhBDu9ciU",False,2021-11-12,dupontaignan,M,1,1,True
464,372703,"""On ne peut pas mutualiser les pertes des #CollTerr si on individualise les gains. Contraire au principe d'autonomie financière"" @SebLecornu Audition commune @AN_CollTerr @AN_DevDur #DirectAN https://t.co/95fh9as6qP",False,2020-05-19,jrcazeneuve,M,-1,-1,True
465,112775,Ravie que la Ville de Noyon et le territoire noyonnais soient retenus pour accueillir les services de l'ETAT/DGFIP déconcentrés et démétropolisés. Retrouvez mon communiqué <U+0001F449> https://t.co/oCI00RSWjv,False,2020-01-29,CaroleBBonnard,F,1,1,True
466,143753,<U+0001F692> En cette #SainteBarbe je souhaite rendre hommage aux sapeurs-pompiers et à l'ensemble des forces de sécurité civile. Ils sont en première ligne chaque jour face à la crise sanitaire et aux autres risques pour protéger les Français,False,2020-12-04,ChristopheEuzet,M,1,1,True
467,524810,"En direct de la place Gerty Archimède, j'ai répondu présent à l'invitation du président du MPM (Mouvement Populaire Mornalien).",False,2017-05-21,olivier_serva,M,0,0,True
468,255978,"Des élèves de l'Académie participent à différents ateliers. Encadrés par une cinquantaine d'étudiants de l'U-sports, ils découvriront des activités sportives adaptées au handicap comme le basket fauteuil, le tir à la sarbacane ou le badminton aveugle. @FRAparalympique https://t.co/uqthbg4f49",False,2018-04-26,F_Charvier,F,0,0,True
469,83687,Macron n'a pas de majorité sociale pour imposer la baisse des #APL ou la fin des contrats aidés @franceinfo #LesInformés https://t.co/lh5FYYaplQ,False,2017-08-28,lachaudb,M,-1,0,False
470,619931,"383 voix pour 
48 abstentions
3 voix contre

Nous venons d'adopter la Loi Confiance (Loi Ordinaire)#LoiConfiance 

On avance !!! https://t.co/HjGuPEyctz",False,2017-08-03,StephaneBuchou,M,1,1,True
471,366920,"Au travail. Convocation de la @AN_ComLois @AssembleeNat pour dimanche 22 mars .
#Covid_19 https://t.co/MFSFTh2pCB",False,2020-03-21,JeanMichelMIS,M,0,0,True
472,274107,"P4S sera aussi ce que vous voulez en faire. C’est pour cette raison  que j’ai l’honneur de vous convier, tous  collectivement, hommes et  femmes de bonne volonté, à assister à la  réunion constitutive de P4S  qui aura lieu le mercredi 12 juin à 21h, salle Berrier à Sarcelles. 2/2",False,2019-05-22,fpupponi,M,1,1,True
473,7305,"Nous ne mélangeons pas toutes les entreprises, elles sont diverses. Il n'y a pas un type de ""chef d'entreprise"". La majeure partie travaille dur mais une petite minorité se gave malgré des résultats désastreux #GGRMC",False,2018-08-22,AQuatennens,M,-1,-1,True
474,345242,"<U+0001F1EA><U+0001F1FA>J'ai visité l'@AssembleeNat en compagnie d'un groupe de lycéens italiens. Objectifs : partager avec eux notre culture démocratique et politique, et contribuer à faire vivre la #CitoyennetéEuropéenne qui est notre bien commun. @UEFrance @Europarl_FR https://t.co/Op0IKI4ikY",False,2018-09-13,JFMBAYE,M,1,0,False
475,676730,Retrouvez mon point de vue suite à la saisine par 60 députés du Conseil constitutionnel sur la conformité à la Constitution de l’article 6 sur le forfait scolaire de la PPL Molac <U+2935><U+FE0F> https://t.co/d2SqDtuoCt,False,2021-04-26,Kerlogot22,M,0,0,True
476,37202,"Résolution 2020 : cette année je vote aux #municipales2020 <U+0001F5F3> 
Pour rappel, plus de 40% d'abstention en 2014 aux dernières municipales à #Montélimar. Vous avez jusqu'au 7 février pour vous inscrire sur les listes et faire entendre votre voix en mars! <U+0001F3C3><U+200D><U+2642><U+FE0F><U+0001F3C3><U+200D><U+2640><U+FE0F>
#JaimeMontélimar https://t.co/DEBF4e9tYZ",False,2020-01-02,AliceThourot,F,0,0,True
477,416001,Référundum catalan: «L'indépendance n'est qu'un slogan» https://t.co/YfFi3os35O,False,2017-09-26,louis_aliot,M,0,0,True
478,574823,Avec Pascal Arestays pt des Martins Pêcheurs Rouchons pour la soupe au choux annuelle aux étangs de l'Egotay de #Roche-la-Molière #Circo4201 https://t.co/4Z2ZFYAMcM,False,2017-05-27,juanico,M,0,0,True
479,428001,A #saintbrieuc pour accueillir le Président de la République @EmmanuelMacron à l'occasion des 1ère Assises des #maires de #Bretagne https://t.co/1incLslc9m,False,2019-04-03,marclefur,M,0,0,True
480,443648,"Pendant que l’Allemagne discute directement avec la Russie pour #SpoutnikV et l’Italie directement avec #Moderna, la France de #Macron et #Castex reste les bras ballants, otage consentant de la bureaucratie européenne. 

Qu’attendent-ils pour agir ?? MLP #COVID19",False,2021-04-09,MLP_officiel,F,-1,-1,True
481,639586,"Accès aux soins, #SAS, exercice coordonné, prévention, santé publique, on en discute et on le construit ensemble @Avec_sante https://t.co/AYXUICstn6",False,2021-09-20,MESNIERThomas,M,0,0,True
482,471755,"Icône féministe et antiraciste, résistante et profondément humaniste, la franco-américaine #JoséphineBaker entre aujourd'hui au #Panthéon. https://t.co/hnZBTdeno0",False,2021-11-30,Michel_Larive,M,1,1,True
483,620787,Superbe finale de Coupe d'Aveyron au coeur de Rodez avec @Val_Izzo mon collaborateur #Aveyron #Foot https://t.co/OfYZ0HC9xn,False,2018-05-10,s_mazars,M,1,1,True
484,451920,"C’est parti pour la construction du complexe sportif et culturel de #Reignier#Esery, avec le soutien du @Dep_74 et de la Région @auvergnerhalpes ! 
#sport #culture https://t.co/gsXCs92ORH",False,2021-10-22,MartialSaddier,M,1,1,True
485,277466,"Macron, c'est du Robin des Bois à l'envers : c'est prendre aux pauvres pour donner aux riches. #Legislatives2017 #Circo8001 https://t.co/rbojDpkl3f",False,2017-06-15,Francois_Ruffin,M,-1,-1,True
486,674273,"2011/2021 : « Les Poquelinades »,le festival de #théâtre amateur de la Haute Mayenne fête ses 10 ans. Quelle fierté d’avoir contribué à sa création avec Rémy, Christelle, Odile, Eloise et notre regretté Gilbert. Merci aussi à Michel Angot pour le théâtre dés 2011. @Mayenne_Ville https://t.co/oSoEZZBkux",False,2021-10-23,yfavennec,M,1,1,True
487,178180,#PlanBLisboa @ericcoquerel intervient sur l'alternative à l' #Europe néolibérale &amp; austéritaire du duo M&amp;M's Merkel-Macron #Merkron https://t.co/UAw3GQHDHG,False,2017-10-21,Deputee_Obono,F,0,0,True
488,176438,"Quand on demande une protection urgente des mineurs de la #GouttedOr  en situation de danger grave via la #PJJ, la Ministre @NBelloubet répond que ""des solutions pourront être trouvées""...
Comment lui expliquer la notion d'urgence? #MIE #MNA #circo7517
https://t.co/1rzazXCX2I",False,2018-12-20,Deputee_Obono,F,-1,-1,True
489,536638,Il y’a un besoin d’accompagnement réel en matière de scolarité de nos athlètes Bertrand Sorre https://t.co/8tshRqTusz,False,2019-02-06,PatrickVignal,M,0,0,True
490,673961,Retour sur ma semaine en Nouvelle-Calédonie auprès d’@EPhilippePM pour préparer le référendum sur l’avenir institutionnel de la Nouvelle-Calédonie <U+27A1><U+FE0F> https://t.co/yVUX0FmEGa,False,2017-12-08,YaelBRAUNPIVET,F,0,0,True
491,371474,"<U+0001F4C6><U+0001F4CC>Comme chaque mardi, retrouvez ci-après ma semaine en cours d'activité parlementaire<U+21A9><U+FE0F>#AgendaAN #DirectCirco #DirectAN 
@LaREM_AN @LaREM62 https://t.co/JfhLZFAAhk",False,2019-07-02,JeanPierrePont,M,0,0,True
492,27767,Au centre @EPIDE_Officiel de Marseille aux côtés de @murielpenicaud pour évoquer l'insertion professionnelle et sociale https://t.co/wwRyTbUFe9,False,2017-10-13,ALouisDeputee13,F,0,0,True
493,15030,"Face aux associations en colère, les mesures prévues par Macron sur le handicap https://t.co/E5T2gwgu5e",False,2020-02-09,agnesfirmin,F,0,0,True
494,646688,"Assemblée générale de l'Association Viticole du Massif de Saint Thierry.
Bravo aux bénévoles très impliqués dans l'organisation de la #fête des vendanges à @cormicy les 13 et 14 octobre 2018. #UNESCO @GrandReims @YvesDetraigne",False,2018-02-23,beauvais2017,F,1,1,True
495,211309,#Macron ne peut plus jouer au professeur méprisant. Le peuple des #Giletsjaunes a montré sa maturité et sa volonté. #8Decembre,False,2018-12-08,emenard34,F,-1,-1,True
496,326251,Atelier des territoires en dialogue avec Jacques Mezard Ministre de la cohésion des territoires #ConferenceDesTerritoires https://t.co/G7e6GTJj5f,False,2017-07-17,JKrabal,M,0,0,True
497,79736,"#Macron confond amitié et abaissement. #Merkel pour l #Europe c'est l'austérité généralisée contre France, Espagne, Italie, Grèce... Un continent soumis aux intérêts des retraités allemands et une Allemagne qui veut le siège de la France à l #ONU. Atroce ! https://t.co/WPSz5sZiuF",False,2021-11-04,lachaudb,M,-1,-1,True
498,299350,Retour sur le lancement de la #SemaineBleue dans @LeGers32 faire société avec nos aînés via l'aspect #numérique  https://t.co/mgaovG2UxM,False,2017-10-03,GiseleBiemouret,F,0,0,True
499,603420,"Le #Canada brûle.
La planète souffre.
Nous regardons le thermomètre et la télé...
#climat #environnement #Europe  https://t.co/LrivFHDUOi",False,2021-07-03,Sebastien_Nadot,M,-1,-1,True
500,632102,<U+0001F4CD>Soirée autour de la transparence des relations entre lobbyistes et députés avec les @JLobbyistes ! Il nous faut réinventer nos modèles pour reconquérir l’opinion publique. #transparence #agenda #sourcing https://t.co/ylcPK9CWLR,False,2019-10-09,SylvainWaserman,M,0,0,True
501,614203,Le @Europarl_FR dit non à la #PecheElectrique ! Je salue la décision des eurodéputés ! La négociation va maintenant se poursuivre avec le Conseil et la Commission.,False,2018-01-17,SoPanonacle,F,1,1,True
502,197132,"Aux côtés de mon collègue @SylvainMaillard pour co-présider hier soir les échanges du Club Protection Sociale dédiés à l’attractivité des métiers des soins et #saad 

Avec le #Ségur et les budgets #Santé en nette hausse, veillons à renforcer cette attractivité par tous les moyens https://t.co/HnDPuxGPFS",False,2021-11-24,DDaSilva95,M,1,0,False
503,55202,"Après des débats passionnés, la #PPL de @Paul_Molac sur la protection et la promotion des langues régionales est adoptée avec le soutien du groupe @AgirEnsemble_AN ! 

<U+27A1><U+FE0F>Une 2ème lecture à @AssembleeNat conclusive pour défendre notre diversité linguistique et culturelle. https://t.co/btJ4qiuaYM",False,2021-04-08,chapelierannie,F,1,1,True
504,483097,"Félicitations à Xavier Crisnaire, directeur départemental de l’@ARS_OC dans l’#Aude, élevé au grade de chevalier de la Légion d’honneur et décoré pour son action efficace lors de la pandémie par @SophieElizeon, qui était préfète de l’Aude au début de la crise sanitaire. @Prefet11 https://t.co/kni6EcWJOb",False,2021-11-06,MRobert_11,F,1,1,True
505,500873,"J’arrive à la mobilisation syndicale devant l'Assemblée contre le démantèlement d’EDF que nous prépare Macron. Face à la destruction de nos fleurons, résistons ! Face à la suppression progressive de nos services publics, résistons ! Arrêtons de casser nos atouts: misons sur eux !",False,2021-02-10,dupontaignan,M,-1,-1,True
506,498705,"""La responsabilité de chacun implique deux actes: vouloir savoir et oser dire"" - Abbé Pierre. 
Le diagnostic continu, toujours au plus près de ceux qui en ont le plus besoin. Merci au CHRS Regain pour votre accueil et votre combativité. 

#hebergementdurgence #logement https://t.co/Yhs5KSm0G5",False,2017-11-10,demoulinem,M,1,1,True
507,63091,cérémonie du #8mai à #saintnazaire Hommage aux combattants #liberté #égalité #fraternité https://t.co/97Da7WdwV6,False,2018-05-08,audreydufeu,F,1,0,False
508,192758,"<U+0001F1EA><U+0001F1FA> J’ai signé l’appel à une #RenaissanceEuropeenne car je crois en une #Europe qui protège et innove autour de 3 axes :
<U+2705> Défendons nos libertés, 
<U+2705> Protégeons notre continent,
<U+2705> Retrouvons l’esprit du progrès !

Découvrez et soutenez l’initiative 
<U+0001F449> https://t.co/QOOkRg4zZK https://t.co/k9pKegV59a",False,2019-03-07,_DidierParis,M,1,1,True
509,353693,La liberté du genre est l'une des trois libertés fondamentales que nous souhaitons mettre dans la constitution. Elle existe déjà mais c'est une procédure qu'il faut fluidifier. Notre devoir est de convaincre les personnes qui ne l'acceptent pas. #AlloMelenchon https://t.co/ZIENwtNmJo,False,2021-12-08,jlmelenchon,M,0,0,True
510,170797,"<U+0001F1E9><U+0001F1FF><U+0001F1EB><U+0001F1F7> Je suis ce soir à l'émouvante cérémonie d'hommage aux Harkis à Amboise, à l'occasion de la journée nationale dédiée à ces anciens supplétifs de l'armée française. Je me joins à la juste parole prononcée hier par @gdarrieussecq :""Aux Harkis, la France reconnaissante"". https://t.co/FO5njkmqXh",False,2018-09-25,LabaronneDaniel,M,1,1,True
511,586726,"A Helsinki depuis hier pour la réunion plénière de la COSAC, la Conférence des organes spécialisés dans les affaires communautaires, la délégation parlementaire française porte l'ambition d'une Europe plus unie et plus souveraine pour promouvoir nos valeurs et nos intérêts https://t.co/rojeuut8F8",False,2019-12-02,SabineThillaye,F,1,0,False
512,382129,"J'ai envoyé un courrier au Premier ministre au sujet de la fermeture des commerces qu'on appelle “non-essentiels”. Rideaux tirés, ils font face aux grandes surfaces autorisées à ouvrir et qui vendent, pour beaucoup de rayonnages, les mêmes produits qu'eux ... #ConcurrenceDeloyale https://t.co/pcAzF5Tahw",False,2020-10-30,JulienAubert84,M,-1,-1,True
513,99315,"Ce qui change en Moselle, qui passe en zone verte, suite aux annonces d'Édouard Philippe.
@EPhilippePM 
@GroupeMoDem https://t.co/XnSMMoGmxa",False,2020-06-02,BHammouche5708,M,0,0,True
514,457526,"#Journeedesdys  #Dyslexique 
#Dyscalculique #Dyspraxique
Pour une amélioration de la prise en charge de ces troubles https://t.co/pKhAtCbMnA",False,2017-10-14,MartineWonner,F,0,0,True
515,289127,"Bon débat. Chacun a pu donner ses opinions dans le respect
Beaucoup de clarté pour Gaël toujours dans l'ouverture #Circo3504 https://t.co/nAYUJiXx9k",False,2017-06-13,GaelLeBohec,M,1,1,True
516,589543,"Ce mercredi, je me suis entretenu avec le Président de l’@AssembleeNat

Un échange fructueux sur les enjeux de l'#ÉgalitéDesChances, en cette période si particulière. Notre majorité parlementaire est plus que jamais mobilisée

<U+0001F64F><U+0001F3FE> Merci au Président @RichardFerrand pour son écoute https://t.co/FBln7foEJX",False,2021-02-05,saidahamada,M,1,1,True
517,480922,"<U+0001F3E5> Retour dans @ladepechedumidi sur l’inauguration de l’extension de la @CliniqueRG à #Toulouse, dans le quartier Saint Cyprien. Un bel équipement en cœur de ville, au service des #Toulousains https://t.co/s9FnYhtSyU",False,2017-11-19,mickaelnogal,M,1,1,True
518,637956,Lutter contre l'abstention par la pédagogie ! #circo6701 #strasbourg #LaRepubliqueEnMarche #abstention #Legislatives2017 @JeunesMacron https://t.co/arkQJB87kz,False,2017-06-16,ThierryMichels,M,1,-1,False
519,434525,"Ravie de soutenir le 1er Forum Emploi du @ReseauGebs à #CarrieresSseine.

Bravo à tous les acteurs mobilisés, plusieurs dizaines d'offres étaient proposées aujourd'hui dans tous les secteurs.

40 000 personnes ont trouvé un #emploi en Ile-de-France ce trimestre ! <U+0001F4AA> #IDF https://t.co/ImvWVDDJIK",False,2021-11-08,marielebec78,F,1,1,True
520,45603,"À Austerlitz ce matin avec les militants de la #MajoritePresidentielle rassemblés.
#Paris13 #Paris5 #Paris @Envie_IDF 
@LauStmartin @MarleneSchiappa @JulienBargeton https://t.co/mkRIGjw60Q",False,2021-05-13,AChristine_Lang,F,0,0,True
521,99807,"<U+0001F5E3> « L’aile gauche de la majorité présidentielle n’est pas muette, mais elle agit, au gouvernement, pour la santé, l’emploi, ou encore le logement. »

Quoi qu’il en coûte, Ségur, PMA pour toutes, 100% santé… Nous n’avons pas à rougir de notre bilan social.
@TerresDeProgres https://t.co/X7Y4DvU2XW",False,2021-08-31,BrigBourguignon,F,1,1,True
522,481722,"#Ecoles rouvertes : bravo aux #enseignants, élus, services. Adapter les protocoles a été une prouesse. Mention spéciale aux Inspecteurs de l'#EducationNationale ! Après ces 2 jours de rodage, il faudrait plus d'enfants présents. Ceux qui sont revenus sont très contents... https://t.co/ArqUC0iQk0",False,2020-05-15,clapotmireille,F,1,1,True
523,521240,Ce que nous avons fait est inédit. Nous sommes les premiers à oser un inventaire. La politique de l’autruche est une mauvaise politique. Il fallait dire aux Français ce que nous avons compris du message qu’ils nous ont adressé #Europe1 #Devoirdinventaire https://t.co/9HLeJKo73P,False,2019-01-29,faureolivier,M,1,-1,False
524,416762,"J’invite tous les Alfortvillais à venir goûter (avec modération) la bière « L’Alfortvillaise » au 2 rue des Esserts <U+2066>@Alfortville_94<U+2069> Pour la première fois de notre histoire communale, nous découvrons notre première production artisanale en circuit court. https://t.co/vPjmOBgMre",False,2020-05-23,luccarvounas,M,1,0,False
525,29623,"Ouverture du SIA 2019. Discours fort et ambitieux du Président de la République : « Le bon niveau c’est le niveau européen » pour bâtir de vraies stratégies
Coopérer et se comporter en partenaire sont les solutions aux défis de l’agriculture de demain @EmmanuelMacron @LaREM_AN https://t.co/YNf4isqWWI",False,2019-02-23,AVFreschi,M,1,1,True
526,225677,"Je souhaite un bon dimanche des #Rameaux à tous les chrétiens et m’associe aux Niçois qui célèbrent aujourd’hui cette tradition vivante.  
Mes pensées vont aux victimes de la barbarie qui frappe durement notre pays. #Rameaux2018",False,2018-03-25,ECiotti,M,1,0,False
527,66561,"<U+0001F534>#TPMP | #TribuneDesMilitaires : Ce ne sont plus des militaires ce sont des militants ! Ils ne servent pas l’armée mais leurs idées politiques. 

Je suis beaucoup plus inquiet d’une prise de pouvoir autoritaire que d’une soi-disant guerre civile entre français ! @TPMP https://t.co/PKQx8Pno7y",False,2021-05-10,Aurelientache,M,-1,-1,True
528,14225,"Liberté ! Liberté chérie...
#ToujoursCharlie #JeSuisToujoursCharlie https://t.co/q6JmeIHdDK",False,2020-09-02,agnesfirmin,F,0,0,True
529,239989,Avec @gerardcollomb ce matin à Libourne et à Bordeaux pour parler #PoliceSécuritéQuotidien et #Territoires https://t.co/6n8cJeVynp,False,2017-11-17,EPoulliat,M,0,0,True
530,448945,« Nous sommes un parti d’opposition : il faut que nous devenions de plus en plus un parti de gouvernement. » #TournéeMLP #Morbihan https://t.co/YNJvkQvVZN,False,2017-10-22,MLP_officiel,F,0,0,True
531,565738,On a la fiscalité sur le capital la plus élevée d'Europe. Cette réforme de l'ISF va faire revenir des capitaux qui sont partis. #TF1EMacron,False,2017-10-15,pierr_person,M,0,0,True
532,513236,"De @Veolia à @DanoneFR, nos entreprises s’emparent du statut de société à mission permis par la #LoiPacte :
<U+0001F680> 166 sociétés à mission (dont 2/3 sont des TPE) 
<U+0001F680> multiplication par 2 depuis décembre
<U+0001F680> 10 000 sociétés à mission d’ici 5 ans

https://t.co/t3pZ5jX3H0",False,2021-05-24,oliviagregoire,F,0,0,True
533,424935,"Parmi les nouvelles mesures en faveur des personnes en situation de Handicap, le Gouvernement soutenu par la Majorité a :... https://t.co/5GqQ0STAbI",False,2018-10-26,MarcDelatte,M,0,0,True
534,196756,"Un grand merci à mon ami @laurentwauquiez pour sa présence : plus qu'un collègue de la politique, c'est aussi un vrai ami ! (3/4) https://t.co/vklC24UreK",False,2017-09-18,DinoCinieri,M,1,1,True
535,648984,"""Depuis le 13 mars, le gouvernement dispose d'une solution pour augmenter considérablement les capacités de tests de la France. Mais rien n'a bougé""

Avant de parler de la fin du confinement qu'attendons-nous pour dépister la population ?

Il y a urgence 
 https://t.co/rN4THOSA1z",False,2020-04-03,valerieboyer13,F,-1,-1,True
536,600495,"DIEPPE a le cœur et l'âme canadiens et britanniques et porte la mémoire des 9 nations représentées, embarquées dans le raid du 19 août sur nos plages. Un combat pour la liberté contre le nazisme il y a 79 ans aujourd'hui. #Normandie https://t.co/aCehApnQ7U",False,2021-08-19,sebastienjumel,M,1,-1,False
537,245535,Le député @BenoitPotterie du groupe @enmarchefr cosigne ma proposition de loi sur le plafonnement des salaires des hauts fonctionnaires. Alors qu'@agnesbuzyn avait elle aussi demandé au Gouvernement d'aller ds ce sens. La majorité doit aller vers plus d'équité et y donner suite.,False,2019-01-22,FabienDiFilippo,M,-1,0,False
538,445011,"Je pense que vous oubliez d’y ajouter les clandestins @CheckNewsfr... MLP

https://t.co/OrWiBWDFuM",False,2019-10-25,MLP_officiel,F,-1,0,False
539,182001,#PLFSS2018 Nous faisons le choix de la solidarité et de la prévention https://t.co/CpyswXWIo7,False,2017-10-24,DBagarry,F,1,0,False
